productid,productname,productprice,customerid,customername,quantity,totalprice,area
110,Show Piece,549,921,Abc,3,3008,Kheda
155,Lightning Gift,1299,919,Vishwam,5,696,Vadodra
110,Sipper,438,918,Naitik,2,500,Surat
110,Hoardings,254,912,Abc,2,25000,Kheda
113,Lippan Art,613,911,Dhyey,2,755,Ahmedabad
118,Lightning Gift,386,914,Hriday,12,2029,Matar
153,Phone Cases,321,920,Jkl,2,500,Vadodra
115,Lippan Art,100,916,Dhruv,2,1988,Surat
125,Animal Toys,515,912,Dhruv,3,500,Ahmedabad
110,Hoardings,649,915,Deep,9,24913,Vadodra
152,Customized Bottle,711,922,Dhyey,2,2014,Vadodra
110,Lippan Art,342,913,Dev,2,22480,Ahmedabad
138,Banner Printing,1299,916,Dhyey,33,2229,Ahmedabad
114,Photo Frames,203,919,Deep,2,526,Matar
118,Hoardings,100,913,Dhruv,39,6440,Surat
156,Lippan Art,511,913,Vishwam,2,2164,Vadodra
153,Customized Bottle,617,918,Vishwam,2,6722,Ahmedabad
157,Lightning Gift,739,921,Jkl,2,1793,Vadodra
160,Show Piece,184,921,Dhyey,4,703,Matar
115,Sipper,1059,914,Dhruv,73,1675,Ahmedabad
113,Lippan Art,486,917,Hriday,2,558,Vadodra
114,Office Gifts,566,918,Hriday,2,500,Ahmedabad
115,Lippan Art,100,912,Ghi,10,3139,Surat
118,Animal Toys,620,912,Ghi,5,500,Ahmedabad
148,Phone Cases,682,919,Vishwam,2,500,Vadodra
120,Show Piece,339,918,Zaki,8,14815,Surat
156,Animal Toys,560,922,Ghi,13,500,Surat
115,Lippan Art,593,917,Dev,4,8123,Surat
112,Phone Cases,100,920,Naitik,10,500,Surat
148,Office Gifts,734,919,Jkl,3,1536,Matar
129,Customized Bottle,434,913,Zaki,9,2263,Nadiad
146,Phone Cases,505,917,Vishwam,2,1922,Vadodra
110,Animal Toys,405,912,Dhyey,2,1058,Kheda
117,Customized Bottle,427,917,Zaki,28,6202,Nadiad
149,Office Gifts,340,914,Zaki,34,10123,Nadiad
135,Photo Frames,471,917,Hriday,2,500,Vadodra
110,Lippan Art,215,913,Dhruv,11,11771,Surat
114,Sipper,508,920,Hriday,6,500,Vadodra
154,Sipper,100,918,Deep,2,500,Vadodra
110,Hoardings,198,916,Dhruv,6,500,Surat
117,Office Gifts,434,917,Hriday,100,6007,Ahmedabad
143,Photo Frames,505,921,Jkl,10,5177,Vadodra
110,Lippan Art,439,918,Dhyey,100,7382,Nadiad
111,Lippan Art,529,914,Vishwam,6,1693,Surat
120,Office Gifts,265,919,Zaki,3,1024,Ahmedabad
112,Lightning Gift,488,918,Dhyey,4,500,Ahmedabad
110,Lippan Art,400,920,Zaki,11,4102,Surat
116,Lippan Art,466,911,Dhyey,2,500,Ahmedabad
116,Banner Printing,509,911,Hriday,10,5222,Ahmedabad
116,Animal Toys,550,917,Dev,10,500,Surat
110,Lippan Art,425,911,Hriday,98,4814,Kheda
114,Phone Cases,505,918,Hriday,7,6866,Ahmedabad
148,Phone Cases,517,921,Dhyey,2,500,Kheda
112,Sipper,436,911,Dhruv,6,500,Matar
117,Animal Toys,503,919,Dhyey,6,25000,Ahmedabad
124,Animal Toys,100,917,Dhyey,3,6371,Surat
117,Lippan Art,377,913,Dhyey,17,9534,Kheda
125,Photo Frames,391,918,Abc,2,695,Matar
118,Visiting Card,101,916,Naitik,55,500,Kheda
144,Phone Cases,402,920,Zaki,2,1226,Vadodra
110,Visiting Card,1299,919,Dhyey,7,5520,Kheda
117,Animal Toys,458,911,Naitik,9,7253,Ahmedabad
163,Customized Bottle,512,911,Zaki,5,1971,Nadiad
121,Sipper,508,912,Dhruv,10,3800,Ahmedabad
153,Sipper,487,912,Dev,18,4404,Surat
138,Visiting Card,1144,912,Vishwam,5,8217,Ahmedabad
115,Lightning Gift,568,919,Deep,2,500,Matar
119,Photo Frames,643,918,Zaki,6,1097,Vadodra
117,Animal Toys,259,916,Dhyey,4,23056,Ahmedabad
154,Phone Cases,240,916,Zaki,6,500,Vadodra
115,Office Gifts,492,919,Def,2,1948,Ahmedabad
113,Show Piece,414,914,Hriday,8,3196,Ahmedabad
110,Banner Printing,380,916,Dhruv,9,500,Surat
149,Lightning Gift,558,921,Vishwam,2,844,Ahmedabad
146,Photo Frames,439,912,Dhyey,11,500,Matar
141,Animal Toys,363,919,Dev,2,500,Surat
152,Sipper,655,912,Vishwam,2,500,Ahmedabad
120,Office Gifts,636,911,Zaki,4,7313,Nadiad
115,Office Gifts,377,915,Def,2,8219,Surat
146,Customized Bottle,494,922,Dhyey,2,580,Vadodra
135,Office Gifts,441,916,Deep,10,4750,Ahmedabad
114,Animal Toys,517,921,Def,5,500,Matar
112,Photo Frames,565,917,Jkl,2,911,Matar
110,Animal Toys,137,913,Ghi,2,776,Surat
113,Lightning Gift,529,921,Jkl,2,500,Vadodra
144,Hoardings,432,919,Abc,2,836,Vadodra
112,Visiting Card,286,921,Zaki,74,10290,Ahmedabad
157,Customized Bottle,313,913,Zaki,3,1278,Nadiad
110,Lippan Art,168,913,Def,11,2136,Kheda
110,Photo Frames,1144,911,Abc,24,9483,Ahmedabad
143,Phone Cases,538,916,Vishwam,2,500,Vadodra
117,Office Gifts,587,912,Zaki,4,5039,Surat
117,Phone Cases,602,916,Zaki,24,8383,Kheda
153,Customized Bottle,440,920,Zaki,10,11099,Vadodra
110,Animal Toys,120,917,Dhruv,8,9148,Ahmedabad
138,Show Piece,571,918,Abc,2,13734,Ahmedabad
148,Phone Cases,568,920,Naitik,3,1494,Vadodra
113,Photo Frames,484,918,Abc,9,13727,Ahmedabad
116,Hoardings,143,912,Naitik,2,1879,Kheda
116,Sipper,100,917,Naitik,9,879,Surat
140,Phone Cases,388,915,Vishwam,2,500,Ahmedabad
130,Customized Bottle,482,913,Deep,17,7338,Nadiad
112,Phone Cases,199,917,Deep,2,683,Ahmedabad
152,Phone Cases,603,920,Vishwam,2,7981,Vadodra
120,Office Gifts,357,920,Dhyey,2,500,Surat
119,Hoardings,130,916,Dhruv,4,500,Surat
161,Visiting Card,414,916,Ghi,70,5583,Ahmedabad
119,Lightning Gift,349,915,Abc,4,1557,Nadiad
110,Office Gifts,864,911,Dhruv,17,2311,Ahmedabad
112,Lippan Art,154,915,Ghi,6,500,Ahmedabad
115,Office Gifts,425,911,Dev,4,4122,Ahmedabad
142,Show Piece,651,922,Vishwam,2,512,Vadodra
150,Customized Bottle,642,913,Jkl,2,8928,Ahmedabad
138,Visiting Card,365,916,Dhruv,2,500,Vadodra
161,Office Gifts,412,914,Zaki,3,500,Nadiad
123,Banner Printing,182,912,Deep,7,500,Surat
119,Banner Printing,231,917,Abc,20,4357,Surat
143,Phone Cases,412,913,Vishwam,7,10328,Ahmedabad
110,Lippan Art,556,916,Dev,12,4106,Ahmedabad
126,Phone Cases,397,914,Hriday,2,977,Ahmedabad
142,Lightning Gift,583,920,Zaki,2,500,Ahmedabad
149,Banner Printing,401,915,Def,2,7442,Nadiad
118,Hoardings,100,912,Dhruv,2,4694,Ahmedabad
142,Customized Bottle,359,911,Ghi,2,2654,Matar
112,Photo Frames,649,918,Hriday,2,500,Matar
143,Animal Toys,524,914,Deep,2,500,Vadodra
142,Phone Cases,1299,916,Abc,21,17894,Nadiad
138,Office Gifts,612,917,Dhyey,2,500,Ahmedabad
110,Hoardings,155,919,Hriday,22,1027,Surat
135,Phone Cases,403,916,Vishwam,57,500,Vadodra
150,Animal Toys,446,913,Abc,2,1479,Surat
137,Lightning Gift,549,917,Hriday,15,11144,Ahmedabad
121,Hoardings,100,919,Deep,4,533,Surat
111,Show Piece,383,919,Naitik,2,500,Ahmedabad
110,Lippan Art,412,916,Dev,2,7367,Ahmedabad
111,Visiting Card,1299,917,Deep,2,1644,Ahmedabad
115,Animal Toys,657,914,Dhyey,2,1872,Kheda
159,Sipper,394,919,Ghi,2,500,Kheda
110,Photo Frames,290,917,Dhruv,2,500,Surat
111,Phone Cases,400,921,Jkl,21,2152,Ahmedabad
110,Visiting Card,1299,911,Hriday,16,500,Ahmedabad
110,Photo Frames,635,922,Deep,3,1051,Matar
111,Customized Bottle,591,914,Dhyey,2,25000,Matar
117,Visiting Card,612,921,Deep,7,829,Ahmedabad
114,Animal Toys,100,912,Def,12,500,Surat
110,Customized Bottle,103,913,Naitik,7,500,Surat
146,Phone Cases,404,922,Ghi,6,500,Ahmedabad
157,Customized Bottle,663,912,Def,24,25000,Nadiad
123,Customized Bottle,1026,914,Vishwam,3,1303,Surat
125,Animal Toys,148,919,Dhruv,15,500,Ahmedabad
163,Phone Cases,100,921,Vishwam,2,786,Surat
115,Customized Bottle,743,919,Jkl,85,9333,Nadiad
155,Customized Bottle,420,918,Hriday,2,500,Ahmedabad
120,Banner Printing,203,911,Naitik,2,500,Surat
119,Office Gifts,333,912,Hriday,8,13503,Ahmedabad
150,Show Piece,373,918,Vishwam,5,500,Ahmedabad
117,Banner Printing,216,911,Naitik,11,18907,Surat
121,Banner Printing,100,911,Naitik,7,3580,Surat
115,Photo Frames,460,917,Vishwam,2,1252,Vadodra
134,Office Gifts,704,919,Hriday,2,1989,Ahmedabad
115,Lightning Gift,148,922,Jkl,2,500,Vadodra
146,Visiting Card,602,912,Vishwam,2,1022,Ahmedabad
110,Lightning Gift,737,911,Abc,2,5375,Ahmedabad
114,Office Gifts,646,916,Hriday,2,500,Ahmedabad
118,Visiting Card,258,911,Abc,10,500,Ahmedabad
118,Phone Cases,708,911,Zaki,2,16536,Matar
110,Lightning Gift,181,918,Jkl,2,500,Ahmedabad
152,Customized Bottle,406,914,Jkl,9,9791,Nadiad
156,Phone Cases,442,922,Vishwam,2,500,Vadodra
115,Visiting Card,390,914,Abc,4,7191,Ahmedabad
152,Phone Cases,466,919,Zaki,22,1551,Ahmedabad
113,Lippan Art,328,917,Dhyey,8,7015,Ahmedabad
110,Lippan Art,643,913,Deep,2,500,Matar
120,Hoardings,100,917,Dhruv,12,7540,Surat
110,Lippan Art,299,916,Dhruv,13,8083,Ahmedabad
141,Banner Printing,175,915,Dhruv,100,21586,Surat
115,Banner Printing,156,918,Hriday,6,500,Kheda
112,Lippan Art,360,918,Abc,2,500,Surat
116,Office Gifts,584,921,Def,2,500,Kheda
119,Customized Bottle,594,921,Def,22,3436,Vadodra
118,Phone Cases,960,916,Dev,6,2007,Vadodra
131,Customized Bottle,1090,911,Zaki,46,9920,Nadiad
110,Show Piece,650,916,Def,3,8557,Ahmedabad
116,Sipper,568,917,Def,3,1352,Vadodra
148,Animal Toys,197,916,Abc,2,500,Ahmedabad
122,Hoardings,109,913,Naitik,7,23716,Surat
146,Lippan Art,625,920,Hriday,2,9001,Ahmedabad
111,Animal Toys,124,911,Dhruv,40,4246,Surat
138,Lightning Gift,726,922,Jkl,2,500,Vadodra
110,Visiting Card,639,919,Abc,5,5449,Ahmedabad
119,Phone Cases,165,920,Dev,2,911,Surat
116,Sipper,1299,912,Hriday,92,14037,Ahmedabad
115,Show Piece,339,914,Zaki,10,4387,Surat
146,Phone Cases,364,914,Jkl,2,4119,Vadodra
115,Sipper,852,916,Hriday,68,4516,Ahmedabad
155,Hoardings,470,919,Zaki,6,1373,Vadodra
110,Office Gifts,578,917,Dhyey,2,500,Ahmedabad
122,Visiting Card,360,917,Deep,5,2396,Ahmedabad
119,Lippan Art,1058,919,Dev,2,500,Surat
137,Photo Frames,678,917,Def,2,500,Ahmedabad
144,Lightning Gift,385,916,Ghi,3,923,Surat
121,Photo Frames,278,919,Deep,8,2503,Vadodra
144,Banner Printing,100,915,Deep,2,500,Vadodra
113,Photo Frames,442,918,Naitik,5,1535,Nadiad
115,Sipper,410,918,Deep,2,836,Matar
141,Sipper,443,914,Abc,2,7664,Ahmedabad
147,Lippan Art,708,916,Dhyey,2,6217,Vadodra
139,Banner Printing,761,922,Ghi,2,1260,Vadodra
146,Hoardings,374,919,Deep,10,1815,Matar
147,Show Piece,256,914,Ghi,2,1720,Surat
120,Animal Toys,100,912,Naitik,3,1477,Ahmedabad
110,Phone Cases,520,913,Dev,4,2055,Ahmedabad
121,Animal Toys,476,916,Def,2,1992,Ahmedabad
131,Visiting Card,622,916,Def,2,5759,Ahmedabad
114,Photo Frames,291,916,Deep,9,1082,Matar
135,Lightning Gift,676,922,Jkl,7,886,Vadodra
140,Banner Printing,345,921,Def,2,7552,Surat
120,Animal Toys,498,918,Jkl,2,1641,Vadodra
111,Banner Printing,100,913,Dhruv,5,4785,Surat
153,Show Piece,1299,913,Vishwam,5,23134,Kheda
112,Office Gifts,982,916,Zaki,2,1603,Ahmedabad
110,Lippan Art,321,913,Ghi,2,500,Ahmedabad
133,Photo Frames,331,916,Vishwam,2,1146,Ahmedabad
153,Customized Bottle,376,914,Def,2,517,Nadiad
140,Office Gifts,633,916,Hriday,6,5328,Ahmedabad
117,Banner Printing,269,918,Hriday,2,2066,Ahmedabad
118,Sipper,642,916,Abc,7,2007,Ahmedabad
142,Animal Toys,252,920,Dhyey,2,500,Ahmedabad
117,Visiting Card,575,914,Abc,4,8118,Ahmedabad
138,Sipper,667,918,Dhyey,2,4019,Ahmedabad
135,Lippan Art,746,918,Jkl,5,5825,Ahmedabad
121,Banner Printing,128,915,Dhruv,2,1187,Surat
115,Office Gifts,426,917,Dev,83,1090,Ahmedabad
151,Animal Toys,670,919,Vishwam,2,880,Vadodra
118,Customized Bottle,311,916,Abc,28,24771,Nadiad
143,Photo Frames,517,918,Hriday,2,500,Vadodra
152,Customized Bottle,346,916,Vishwam,3,812,Vadodra
111,Photo Frames,616,911,Deep,2,602,Matar
141,Office Gifts,1299,918,Dhruv,15,9209,Ahmedabad
113,Customized Bottle,560,915,Ghi,16,10039,Ahmedabad
110,Hoardings,100,914,Deep,10,5310,Kheda
115,Banner Printing,203,918,Deep,2,659,Ahmedabad
123,Visiting Card,243,917,Deep,2,2692,Ahmedabad
110,Phone Cases,259,920,Zaki,2,19628,Ahmedabad
117,Office Gifts,1072,919,Hriday,2,806,Matar
148,Lippan Art,575,920,Vishwam,18,500,Kheda
158,Visiting Card,574,918,Zaki,7,1709,Surat
119,Sipper,486,920,Ghi,2,3412,Ahmedabad
121,Lippan Art,486,918,Zaki,73,24044,Surat
112,Sipper,918,911,Naitik,6,1285,Surat
158,Hoardings,332,920,Ghi,95,6768,Nadiad
110,Hoardings,100,912,Naitik,11,669,Surat
144,Photo Frames,612,919,Def,9,500,Ahmedabad
150,Photo Frames,485,918,Dev,5,1205,Ahmedabad
110,Lippan Art,500,917,Dhyey,2,2182,Kheda
125,Lippan Art,495,914,Vishwam,9,500,Kheda
152,Phone Cases,657,918,Vishwam,2,500,Ahmedabad
120,Visiting Card,150,912,Hriday,2,500,Matar
140,Lippan Art,219,912,Naitik,64,4780,Matar
114,Office Gifts,361,914,Dhyey,19,13521,Kheda
145,Customized Bottle,497,920,Hriday,2,6397,Ahmedabad
118,Photo Frames,543,919,Deep,2,762,Matar
121,Phone Cases,360,917,Zaki,3,976,Matar
118,Office Gifts,330,911,Naitik,2,5747,Surat
120,Lippan Art,575,922,Zaki,15,607,Kheda
152,Lightning Gift,362,919,Hriday,2,500,Ahmedabad
120,Office Gifts,1292,912,Dhruv,2,500,Ahmedabad
137,Phone Cases,529,919,Dhruv,4,781,Matar
110,Sipper,217,914,Hriday,2,500,Ahmedabad
123,Phone Cases,307,917,Vishwam,12,500,Surat
110,Lippan Art,428,919,Dhyey,6,873,Kheda
159,Customized Bottle,255,917,Zaki,18,8316,Nadiad
140,Photo Frames,698,918,Hriday,5,500,Matar
111,Lippan Art,640,913,Dhruv,11,22330,Kheda
115,Lightning Gift,100,917,Naitik,12,1393,Surat
155,Phone Cases,468,920,Deep,2,614,Vadodra
141,Lightning Gift,302,918,Hriday,2,500,Vadodra
137,Hoardings,174,914,Zaki,13,500,Surat
110,Photo Frames,1299,916,Deep,2,500,Ahmedabad
125,Customized Bottle,439,911,Zaki,13,583,Nadiad
118,Photo Frames,421,918,Hriday,3,579,Vadodra
154,Phone Cases,1299,918,Zaki,25,1792,Ahmedabad
118,Banner Printing,100,911,Naitik,8,734,Surat
114,Photo Frames,399,914,Vishwam,2,500,Matar
144,Office Gifts,151,911,Naitik,20,869,Surat
153,Banner Printing,518,911,Deep,24,14431,Matar
144,Hoardings,116,915,Naitik,3,4101,Surat
115,Banner Printing,652,915,Dev,2,5659,Ahmedabad
111,Customized Bottle,491,920,Ghi,4,10521,Nadiad
139,Sipper,573,918,Hriday,2,853,Ahmedabad
155,Animal Toys,100,916,Dhruv,9,1678,Surat
116,Photo Frames,1299,911,Dev,100,10249,Ahmedabad
142,Visiting Card,355,919,Dev,2,19105,Ahmedabad
110,Office Gifts,294,913,Dhruv,2,500,Ahmedabad
161,Hoardings,409,918,Zaki,14,3261,Matar
137,Lightning Gift,477,914,Vishwam,2,1196,Vadodra
138,Visiting Card,408,918,Hriday,3,2364,Surat
117,Banner Printing,395,915,Naitik,2,500,Surat
143,Sipper,549,913,Jkl,8,7490,Vadodra
150,Visiting Card,503,917,Deep,20,6340,Ahmedabad
115,Lippan Art,379,921,Dhyey,9,627,Kheda
111,Lippan Art,279,917,Hriday,6,500,Ahmedabad
146,Show Piece,606,917,Vishwam,2,9362,Ahmedabad
149,Customized Bottle,448,913,Vishwam,9,3914,Nadiad
110,Animal Toys,116,915,Naitik,2,500,Surat
158,Phone Cases,434,912,Jkl,2,597,Vadodra
116,Animal Toys,344,916,Ghi,7,1461,Surat
145,Office Gifts,617,912,Def,9,703,Surat
149,Photo Frames,327,919,Deep,2,919,Matar
113,Lippan Art,393,922,Zaki,5,1002,Matar
110,Visiting Card,270,919,Dhyey,6,7058,Ahmedabad
138,Hoardings,218,919,Jkl,2,1858,Vadodra
113,Lightning Gift,473,919,Zaki,80,3809,Nadiad
162,Customized Bottle,341,918,Zaki,4,2700,Nadiad
117,Visiting Card,324,916,Def,31,6296,Nadiad
160,Animal Toys,459,916,Def,2,3556,Ahmedabad
110,Hoardings,100,916,Deep,15,6481,Ahmedabad
111,Banner Printing,336,915,Def,59,14957,Surat
143,Show Piece,584,920,Abc,14,9002,Ahmedabad
110,Hoardings,200,913,Dhyey,49,2979,Surat
115,Office Gifts,655,916,Abc,2,25000,Ahmedabad
113,Banner Printing,498,918,Dhyey,2,856,Ahmedabad
118,Office Gifts,1299,911,Ghi,47,1637,Ahmedabad
153,Phone Cases,671,919,Zaki,6,940,Vadodra
162,Lightning Gift,502,918,Abc,2,958,Vadodra
143,Show Piece,541,916,Vishwam,2,631,Ahmedabad
110,Office Gifts,359,914,Jkl,3,2387,Ahmedabad
112,Lightning Gift,508,920,Deep,15,500,Vadodra
162,Animal Toys,329,916,Dev,2,500,Surat
115,Lightning Gift,719,918,Zaki,2,500,Ahmedabad
137,Visiting Card,618,913,Deep,2,5437,Ahmedabad
113,Customized Bottle,1299,914,Hriday,10,5818,Nadiad
113,Lippan Art,448,920,Dhyey,2,546,Kheda
116,Hoardings,100,914,Dhyey,2,534,Surat
151,Show Piece,488,916,Dev,2,500,Ahmedabad
139,Lightning Gift,415,917,Hriday,2,916,Vadodra
116,Photo Frames,449,915,Def,2,1009,Matar
155,Visiting Card,1174,916,Dev,3,8723,Kheda
111,Sipper,374,913,Dev,2,5859,Ahmedabad
163,Customized Bottle,664,918,Deep,83,25000,Ahmedabad
130,Photo Frames,420,917,Naitik,2,500,Vadodra
155,Customized Bottle,635,911,Deep,2,7119,Ahmedabad
121,Hoardings,245,919,Def,2,500,Surat
148,Photo Frames,545,922,Zaki,2,598,Vadodra
138,Phone Cases,100,919,Dhruv,2,500,Surat
117,Office Gifts,635,918,Dev,2,20341,Ahmedabad
151,Animal Toys,1299,919,Def,23,608,Ahmedabad
118,Sipper,474,914,Ghi,94,13224,Surat
110,Show Piece,495,918,Dhyey,10,2747,Kheda
149,Lippan Art,518,920,Ghi,34,1495,Vadodra
114,Hoardings,100,918,Dhruv,2,1848,Surat
110,Hoardings,100,911,Vishwam,9,500,Surat
122,Photo Frames,439,919,Deep,58,918,Matar
116,Lippan Art,140,912,Dhruv,11,3333,Surat
118,Sipper,264,921,Hriday,2,500,Ahmedabad
147,Animal Toys,419,912,Naitik,4,920,Matar
148,Photo Frames,502,920,Deep,2,500,Vadodra
131,Lightning Gift,714,921,Def,2,873,Ahmedabad
142,Lightning Gift,587,914,Zaki,39,6117,Nadiad
148,Customized Bottle,1299,912,Jkl,30,7021,Surat
119,Banner Printing,255,917,Hriday,2,500,Matar
116,Photo Frames,543,916,Deep,18,9462,Matar
111,Lippan Art,524,916,Abc,4,500,Ahmedabad
147,Lightning Gift,460,915,Vishwam,7,500,Vadodra
119,Customized Bottle,119,916,Naitik,8,8916,Surat
112,Hoardings,332,912,Dhruv,13,6625,Surat
110,Lightning Gift,643,921,Abc,12,501,Vadodra
136,Lightning Gift,526,918,Hriday,2,500,Ahmedabad
112,Customized Bottle,204,911,Dhyey,10,3893,Kheda
141,Lightning Gift,536,916,Dhyey,2,500,Vadodra
116,Banner Printing,637,917,Vishwam,2,1208,Ahmedabad
115,Phone Cases,357,918,Vishwam,2,25000,Ahmedabad
119,Photo Frames,243,920,Dhyey,4,716,Surat
124,Visiting Card,223,919,Vishwam,71,500,Vadodra
162,Customized Bottle,323,915,Zaki,15,2325,Nadiad
112,Lippan Art,431,914,Def,100,1872,Ahmedabad
160,Visiting Card,323,913,Vishwam,43,1098,Ahmedabad
111,Show Piece,185,913,Dhruv,5,6570,Kheda
138,Hoardings,563,922,Def,2,1302,Ahmedabad
121,Banner Printing,100,911,Dhruv,5,611,Surat
124,Sipper,196,912,Naitik,2,500,Surat
111,Visiting Card,116,918,Dhyey,2,1520,Surat
118,Lippan Art,338,917,Hriday,2,500,Vadodra
158,Customized Bottle,514,920,Zaki,24,12601,Nadiad
110,Lippan Art,415,921,Def,79,18123,Ahmedabad
116,Show Piece,548,914,Deep,57,7862,Matar
144,Lightning Gift,663,919,Vishwam,2,1822,Vadodra
110,Hoardings,299,911,Dhruv,12,1352,Surat
156,Customized Bottle,1291,918,Vishwam,39,4189,Ahmedabad
119,Banner Printing,142,911,Dhruv,100,949,Kheda
117,Phone Cases,421,916,Ghi,4,500,Surat
113,Customized Bottle,1194,916,Hriday,6,3360,Ahmedabad
128,Photo Frames,629,913,Jkl,2,500,Vadodra
110,Lightning Gift,409,914,Naitik,79,1331,Surat
110,Hoardings,100,916,Dhyey,6,1251,Kheda
117,Lippan Art,322,914,Dev,6,500,Ahmedabad
126,Customized Bottle,276,918,Dhruv,16,7475,Nadiad
127,Office Gifts,100,915,Naitik,10,2194,Surat
113,Banner Printing,100,917,Naitik,2,500,Surat
143,Lightning Gift,506,921,Def,2,4601,Ahmedabad
153,Banner Printing,100,921,Zaki,5,2375,Surat
114,Sipper,318,913,Hriday,18,500,Ahmedabad
153,Banner Printing,560,918,Ghi,2,953,Kheda
111,Animal Toys,130,916,Dhruv,9,1665,Surat
110,Office Gifts,526,916,Dhyey,8,7651,Vadodra
140,Phone Cases,159,918,Naitik,2,500,Matar
143,Hoardings,240,914,Vishwam,6,3456,Surat
121,Animal Toys,100,914,Dhyey,2,1213,Matar
116,Banner Printing,100,914,Dhruv,3,500,Surat
110,Photo Frames,668,919,Zaki,4,3047,Ahmedabad
153,Phone Cases,538,922,Vishwam,2,1588,Vadodra
143,Hoardings,1295,914,Zaki,24,4003,Nadiad
110,Office Gifts,216,912,Abc,6,6167,Surat
114,Animal Toys,100,918,Deep,11,1824,Surat
111,Hoardings,708,912,Dhruv,28,500,Surat
163,Customized Bottle,533,918,Zaki,34,6756,Nadiad
147,Visiting Card,812,921,Abc,2,1372,Ahmedabad
119,Banner Printing,146,914,Def,2,500,Surat
115,Banner Printing,100,919,Ghi,8,11549,Surat
121,Photo Frames,100,915,Dhruv,9,500,Surat
114,Hoardings,386,914,Dhyey,3,7007,Surat
110,Office Gifts,621,911,Dev,7,7888,Ahmedabad
146,Lightning Gift,542,920,Jkl,6,1086,Vadodra
140,Visiting Card,329,917,Abc,2,1955,Surat
120,Animal Toys,396,918,Dhyey,2,500,Matar
110,Show Piece,599,917,Abc,100,16531,Ahmedabad
110,Lightning Gift,593,911,Vishwam,2,4876,Surat
123,Office Gifts,144,922,Ghi,2,2771,Vadodra
114,Lippan Art,535,918,Deep,100,10481,Ahmedabad
111,Office Gifts,362,913,Hriday,7,5811,Ahmedabad
151,Lippan Art,299,920,Zaki,22,7660,Vadodra
121,Show Piece,450,918,Zaki,9,1531,Ahmedabad
111,Lippan Art,529,912,Jkl,13,500,Surat
149,Lightning Gift,600,915,Jkl,10,1172,Vadodra
119,Banner Printing,100,916,Ghi,7,983,Surat
110,Phone Cases,544,921,Jkl,2,500,Vadodra
117,Customized Bottle,569,918,Abc,5,5523,Ahmedabad
113,Lippan Art,208,919,Dhruv,5,500,Surat
115,Banner Printing,100,917,Vishwam,2,19102,Surat
115,Sipper,479,912,Dev,2,500,Ahmedabad
120,Office Gifts,1299,917,Abc,9,5246,Ahmedabad
110,Customized Bottle,947,914,Naitik,12,8887,Surat
114,Customized Bottle,360,919,Dhruv,3,500,Matar
123,Lippan Art,450,918,Zaki,7,1681,Kheda
143,Hoardings,615,919,Deep,7,3477,Ahmedabad
148,Customized Bottle,302,915,Naitik,14,1555,Surat
116,Photo Frames,1299,918,Deep,7,17626,Nadiad
157,Sipper,488,914,Naitik,2,500,Nadiad
122,Office Gifts,1024,918,Jkl,65,8585,Surat
138,Lightning Gift,464,915,Vishwam,2,801,Vadodra
143,Lightning Gift,509,921,Jkl,2,500,Ahmedabad
110,Visiting Card,618,916,Dev,8,4710,Ahmedabad
151,Customized Bottle,399,920,Jkl,2,1697,Vadodra
144,Customized Bottle,400,916,Vishwam,2,1893,Surat
117,Customized Bottle,476,911,Hriday,85,8337,Nadiad
116,Photo Frames,433,917,Abc,14,963,Surat
121,Lightning Gift,384,911,Deep,3,9583,Matar
113,Hoardings,494,921,Deep,4,6362,Vadodra
113,Banner Printing,325,920,Abc,4,5465,Ahmedabad
162,Customized Bottle,487,920,Ghi,2,2513,Nadiad
128,Phone Cases,386,916,Def,62,3321,Matar
110,Animal Toys,405,921,Def,2,738,Ahmedabad
114,Office Gifts,290,920,Jkl,2,500,Vadodra
121,Banner Printing,100,916,Deep,2,500,Surat
117,Office Gifts,1217,913,Deep,14,7147,Surat
116,Office Gifts,1165,916,Dhyey,7,5742,Ahmedabad
126,Hoardings,565,917,Vishwam,4,9499,Nadiad
118,Office Gifts,1299,915,Zaki,100,7515,Surat
111,Photo Frames,515,916,Deep,2,1984,Matar
149,Banner Printing,537,914,Zaki,30,15866,Surat
162,Hoardings,328,913,Naitik,40,1973,Nadiad
116,Visiting Card,380,911,Dhruv,100,7286,Surat
117,Customized Bottle,471,918,Zaki,24,3734,Ahmedabad
150,Animal Toys,325,921,Abc,2,500,Surat
145,Sipper,338,918,Dev,67,7643,Ahmedabad
110,Office Gifts,1299,920,Jkl,2,500,Ahmedabad
110,Lippan Art,550,918,Jkl,2,500,Kheda
121,Banner Printing,100,911,Naitik,11,500,Surat
121,Lightning Gift,100,912,Naitik,7,18541,Surat
116,Customized Bottle,223,911,Naitik,6,1452,Surat
123,Show Piece,266,912,Zaki,12,8659,Nadiad
134,Hoardings,428,921,Jkl,8,1448,Surat
155,Show Piece,635,922,Hriday,5,500,Ahmedabad
163,Customized Bottle,150,912,Zaki,29,9584,Nadiad
145,Customized Bottle,412,918,Deep,2,1689,Ahmedabad
163,Customized Bottle,1030,916,Zaki,36,5093,Nadiad
120,Customized Bottle,584,911,Dhyey,100,960,Nadiad
144,Lightning Gift,474,918,Ghi,2,1406,Ahmedabad
121,Customized Bottle,595,911,Dhruv,25,23825,Ahmedabad
144,Sipper,503,919,Hriday,2,2221,Ahmedabad
